track_name,artist,genre,play_count,danceability,energy,valence,tempo
À Tout Le Monde [Set Me Free],Megadeth,Metal,4,0.863,0.271,0.146,109.1
Bully,Robbie Williams,Pop Rock,7,0.324,0.835,0.634,138.8
Teenage Satellites,blink-182,Punk Rock,4,0.011,0.459,0.112,70.1
Privilege,Incubus,Other,3,0.327,0.59,0.732,109.4
Goodbye Cruel World - 2011 Remastered Version,Pink Floyd,Progressive Rock,3,0.502,0.053,0.416,101.0
Sweetest Perfection,Depeche Mode,Electronic,7,0.623,0.61,0.565,109.4
The Order of the Blind,Aeon Zen,Other,6,0.235,0.855,0.536,85.4
Angels - Acoustic,Robbie Williams,Pop Rock,7,0.669,0.767,0.021,110.3
Our New World (feat. Lzzy Hale),Dream Theater,Progressive Metal,26,0.432,0.107,0.511,89.8
Un Mes En La Tumba Dos Años En Tu Habitación,Pork,Latin Rock,8,0.728,0.867,0.127,102.8
Flawless,Studio Killers,Other,3,0.349,0.724,0.176,174.7
Beneath the White Rainbow,Haken,Progressive Metal,3,0.429,0.464,0.784,97.6
True Colors,The Weeknd,R&B,6,0.678,0.535,0.458,118.7
Bottom of a Bottle,Smile Empty Soul,Other,6,0.548,0.399,0.771,102.1
Benzin,Rammstein,Other,3,0.527,0.947,0.206,142.008
Supermassive Black Hole - Live from Wembley Stadium,Muse,Alternative Rock,16,0.595,0.518,0.585,89.7
Half Life,Sneaker Pimps,Other,17,0.612,0.597,0.493,107.5
Pan,Nightwish,Symphonic Metal,5,0.292,0.658,0.881,131.2
La Melodía de Dios,Tan Bionica,Other,3,0.271,0.354,0.137,131.2
"Prélude in E minor, Op. 28, No. 4",Frédéric Chopin,Classical,3,0.496,0.34,0.246,189.8
cowboy like me,Taylor Swift,Pop,7,0.688,0.532,0.632,77.0
"The Ocean, The Beast!",Lower Definition,Other,6,0.16,0.525,0.74,123.7
Mercy,Muse,Alternative Rock,3,0.293,0.539,0.555,134.8
The A Team,Ed Sheeran,Pop,5,0.274,0.526,0.091,102.7
Born To Touch Your Feelings - Remix,Scorpions,Other,3,0.499,0.306,0.655,90.4
Cover Me in Roses,Holden Laurence,Other,6,0.5,0.47,0.581,90.7
Miss Atomic Bomb,The Killers,Indie Rock,5,0.763,0.548,0.694,92.1
Road Trippin',Red Hot Chili Peppers,Alternative Rock,6,0.108,0.616,0.192,119.1
Blinded No More,Sonata Arctica,Power Metal,5,0.252,0.879,0.618,122.8
Confundiste,Eruca Sativa,Latin Rock,5,0.607,0.412,0.702,156.2
WASTELAND,X Ambassadors,Pop Rock,4,0.386,0.452,0.512,117.4
Pardon Me,Incubus,Other,13,0.579,0.812,0.278,152.002
"Sonata No. 1 in F Minor, Op. 2 No. 1: I. Allegro",Ludwig van Beethoven,Classical,7,0.753,0.703,0.929,151.6
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,Other,4,0.551,0.55,0.342,101.19
Yo sé,Rey Sol Marquesi,Other,3,0.05,0.335,0.374,91.5
Uprising - Does It Offend You Yeah Mix,Muse,Alternative Rock,4,0.265,0.774,0.64,83.2
Feed the Horses,Thank You Scientist,Progressive Rock,3,0.563,0.667,0.364,108.5
Fallout,Alter Bridge,Hard Rock,3,0.585,0.733,0.551,89.6
Until You're Over Me - Non-LP Version,Maroon 5,Pop Rock,10,0.195,0.291,0.667,107.8
Zona de Promesas (with Gustavo Cerati),Mercedes Sosa,Other,3,0.591,0.487,0.761,106.3
Miss You - Live,Blackfield,Other,3,0.314,0.334,0.917,87.6
The Last Remaining Light,Audioslave,Other,6,0.894,0.628,0.402,145.6
Royals,Otep,Other,53,0.359,0.271,0.491,99.9
Sunday Morning,Maroon 5,Pop Rock,6,0.681,0.89,0.814,135.0
Happiness - Gary Numan Remix,IAMX,Electronic,3,0.138,0.105,0.558,130.6
Critical Acclaim - Live,Avenged Sevenfold,Hard Rock,7,0.448,0.743,0.656,103.0
To Be Loved,Askjell,Other,5,0.382,0.885,0.622,100.1
treat,Kasabian,Indie Rock,4,0.404,0.067,0.57,134.9
Refuge,Steven Wilson,Progressive Rock,26,0.721,0.5,0.559,75.2
Columbia - 2014 Remaster,Oasis,Indie Rock,5,0.44,0.698,0.333,78.8
mOBSCENE,Marilyn Manson,Other,8,0.548,0.954,0.488,130.086
Love My Life,Robbie Williams,Pop Rock,5,0.703,0.678,0.618,129.6
Be Still,The Killers,Indie Rock,3,0.389,0.555,0.372,112.3
Sunshine,Keane,Other,13,0.374,0.252,0.282,144.5
The Pimp and the Priest,The Dear Hunter,Progressive Rock,13,0.038,0.722,0.471,117.3
Back in the Picture,The Rasmus,Alternative Rock,4,0.338,0.847,0.517,115.1
Dream Police,Cheap Trick,Other,3,0.342,0.428,0.709,82.4
Into the Black Light,Ghost Brigade,Other,22,0.342,0.113,0.121,131.1
Cherry,Lana Del Rey,Pop,5,0.641,0.759,0.508,133.0
Nacimos para correr,Andrés Calamaro,Other,5,0.788,0.872,0.795,152.4
Homesick,Airbag,Other,10,0.188,0.077,0.365,101.7
Blurry,Puddle Of Mudd,Other,4,0.678,0.413,0.604,93.1
I Need Some Sleep,Eels,Other,3,0.812,0.501,0.558,128.3
How Soon Is Now? - 2011 Remaster,The Smiths,Other,8,0.398,0.93,0.725,190.818
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,Pop Rock,13,0.172,0.441,0.265,102.1
Protectors of the Earth,Thomas Bergersen,Soundtrack,8,0.297,0.06,0.445,129.4
Who We Are,Imagine Dragons,Pop Rock,38,0.277,0.343,0.426,122.8
The Space In Between,How To Destroy Angels,Other,6,0.698,0.546,0.697,130.0
Cigarette Break,Gavin James,Other,5,0.392,0.454,0.778,107.8
About Loving You - Commentary by LA Reid & Timbaland,Michael Jackson,Pop,9,0.858,0.307,0.599,130.2
Love,Sonata Arctica,Power Metal,14,0.627,0.43,0.834,171.5
Médium,Gustavo Cerati,Latin Rock,3,0.422,0.56,0.283,74.9
Love Is A Laserquest,Arctic Monkeys,Indie Rock,3,0.605,0.927,0.126,144.0
Mariposas,Los Enanitos Verdes,Other,3,0.814,0.662,0.832,113.9
Para no olvidar,Los Rodriguez,Other,9,0.325,0.746,0.45,120.1
Story Of A Lonely Guy,blink-182,Punk Rock,3,0.869,0.391,0.92,112.0
You Know Me,Robbie Williams,Pop Rock,3,0.421,0.466,0.266,121.4
Flowers (Demo),Miley Cyrus,Pop,7,0.336,0.39,0.85,96.1
Breezeblocks,alt-J,Other,5,0.183,0.716,0.533,149.5
Decode,Paramore,Pop Rock,3,0.28,0.87,0.284,164.057
Falling,Harry Styles,Other,22,0.489,0.597,0.692,146.8
Suffocate,Green Day,Punk Rock,5,0.183,0.579,0.937,121.1
Nancy Boy,Placebo,Alternative Rock,7,0.654,0.547,0.975,129.5
Heart of Misery,The Rasmus,Alternative Rock,5,0.267,0.697,0.757,93.2
Like a Virgin,Madonna,Other,7,0.598,0.517,0.308,161.1
The Enemy Inside,Dream Theater,Progressive Metal,51,0.582,0.201,0.765,138.3
Look Away,The Dear Hunter,Progressive Rock,11,0.722,0.153,0.117,83.2
President - Instrumental,IAMX,Electronic,4,0.835,0.806,0.278,83.4
Leaving Earth,Clint Mansell,Other,5,0.276,0.289,0.0805,39.369
Gorgeous,Taylor Swift,Pop,10,0.298,0.519,0.43,101.0
The Entity,Aeon Zen,Other,13,0.338,0.61,0.214,101.1
"You Know I Love You, Don't You?",Howard Jones,Other,5,0.462,0.401,0.453,149.2
Cafo,Animals As Leaders,Other,3,0.68,0.515,0.873,132.2
By All Means Necessary,Robbie Williams,Pop Rock,9,0.044,0.249,0.755,159.6
King of Swords (Reversed),The Dear Hunter,Progressive Rock,5,0.55,0.775,0.288,118.9
Losing My Religion,R.E.M.,Other,4,0.314,0.507,0.113,138.0
"The Enemy Inside - Live at the Boston Opera House, Boston, MA, 3/25/2014",Dream Theater,Progressive Metal,7,0.365,0.611,0.138,166.6
Generator,Bad Religion,Punk Rock,7,0.104,0.72,0.601,89.3
L490,Thirty Seconds To Mars,Alternative Rock,3,0.473,0.294,0.79,124.9
Time Is Running Out - Live from Wembley Stadium,Muse,Alternative Rock,10,0.172,0.437,0.545,114.7
Learning To Fly - Live,Pink Floyd,Progressive Rock,4,0.47,0.54,0.4,121.0
Home Invasion / Regret #9,Steven Wilson,Progressive Rock,29,0.372,0.043,0.379,100.5
Amerika,Rammstein,Other,8,0.608,0.885,0.518,125.023
Brick by Boring Brick,Paramore,Pop Rock,3,0.869,0.795,0.274,97.8
Don't Stop 'Til You Get Enough,Michael Jackson,Pop,3,0.879,0.681,0.143,91.4
Not Even A Name,Leprous,Progressive Metal,20,0.87,0.249,0.95,113.2
The Night King,Ramin Djawadi,Soundtrack,3,0.182,0.0651,0.038,60.812
Bubbles,Biffy Clyro,Other,3,0.387,0.363,0.796,135.2
Stockholm Syndrome - Live from Wembley Stadium,Muse,Alternative Rock,7,0.577,0.311,0.573,108.6
The Boy Who Wanted to Be a Real Puppet,Sonata Arctica,Power Metal,5,0.879,0.515,0.103,93.5
Love Me Harder,Ariana Grande,Pop,22,0.369,0.576,0.541,101.1
Journey Into Night,Ramin Djawadi,Soundtrack,3,0.407,0.793,0.941,145.6
Back for My Life,Masterplan,Other,3,0.344,0.618,0.505,112.9
Estás Frito Angelito,Patricio Rey y sus Redonditos de Ricota,Latin Rock,10,0.488,0.161,0.41,126.9
Writing On The Walls,10 Years,Other,11,0.279,0.806,0.776,116.2
Blue Velvet,Lana Del Rey,Pop,3,0.521,0.712,0.644,117.8
Black Days,The Rasmus,Alternative Rock,12,0.664,0.209,0.719,117.9
Caught In The Rain,Revis,Other,5,0.381,0.594,0.295,87.0
I Know You Care,Ellie Goulding,Other,4,0.577,0.41,0.698,144.3
Turn The Page,Metallica,Metal,10,0.426,0.813,0.228,149.013
Naked,FINNEAS,Pop,41,0.374,0.654,0.256,111.9
Alone at Sea,The Pineapple Thief,Progressive Rock,133,0.29,0.755,0.594,102.1
Losing My Insanity,Sonata Arctica,Power Metal,14,0.592,0.626,0.754,140.6
Tainted Love,Scorpions,Other,4,0.694,0.391,0.726,93.0
Murguita Del Sur,Bersuit Vergarabat,Latin Rock,8,0.691,0.742,0.452,130.6
Bohemio - Jamón del medio,Andrés Calamaro,Other,7,0.201,0.819,0.316,79.9
Ennui,Soen,Other,9,0.541,0.619,0.277,131.6
Stand by Me,Otis Redding,Other,6,0.298,0.657,0.456,143.6
Little Do You Know,Alex & Sierra,Other,3,0.5,0.292,0.37,145.879
I Just Want You,Ozzy Osbourne,Other,5,0.621,0.36,0.437,123.8
Give Me Something,Seafret,Other,3,0.331,0.253,0.68,153.2
Honest Man,Ben Platt,Pop,3,0.249,0.128,0.562,149.7
Hit The Lights - Remastered,Metallica,Metal,3,0.452,0.365,0.614,115.2
Why (Can't You Love Me Again),Tony Sheridan,Other,3,0.745,0.245,0.656,153.9
Army of Dolls,Delain,Other,4,0.536,0.229,0.467,82.9
A Sa-k,Catupecu Machu,Other,4,0.839,0.683,0.423,105.8
Burn the Remembrance,Katatonia,Other,6,0.301,0.322,0.938,130.4
Send Me An Angel,Scorpions,Other,11,0.153,0.417,0.166,80.87
Reaching Out,The Pineapple Thief,Progressive Rock,6,0.563,0.496,0.581,134.4
Fue amor,Fito Paez,Latin Rock,13,0.46,0.275,0.196,153.9
I Want It All,Arctic Monkeys,Indie Rock,59,0.724,0.458,0.595,92.0
Quicksand Jesus,Skid Row,Other,7,0.08,0.498,0.76,135.3
Coming Back to Life,Pink Floyd,Progressive Rock,16,0.287,0.499,0.142,176.437
You & Me,James TW,Other,4,0.279,0.835,0.805,139.3
No Surprises,Radiohead,Alternative Rock,25,0.028,0.469,0.487,149.9
The Yellow Windows of the Evening Train,Porcupine Tree,Progressive Rock,3,0.647,0.358,0.525,114.3
"Wide Awake - Recorded Live At Sixth & I Historic Synagogue, Washington, DC on April 17, 2011",Chris Cornell,Grunge,3,0.715,0.478,0.507,133.0
Killing Loneliness,HIM,Other,34,0.041,0.452,0.595,113.8
El Mutante,Perez,Other,4,0.853,0.295,0.731,93.8
Savia,Soen,Other,6,0.397,0.605,0.671,94.2
Enter Sandman,Metallica,Metal,5,0.804,0.083,0.359,84.7
Passion Rules the Game - MTV Unplugged,Scorpions,Other,12,0.798,0.453,0.178,123.0
At the Library,Green Day,Punk Rock,4,0.678,0.582,0.231,99.2
Mlàdek,Russian Circles,Other,22,0.193,0.604,0.527,91.8
Sleeping With Ghosts,Placebo,Alternative Rock,9,0.64,0.294,0.214,119.5
Heaven,Depeche Mode,Electronic,16,0.728,0.337,0.586,151.2
Dude (Looks Like A Lady),Aerosmith,Classic Rock,3,0.756,0.655,0.496,87.6
October & April,The Rasmus,Alternative Rock,25,0.789,0.484,0.482,139.2
Heaven's On Fire,KISS,Other,3,0.679,0.866,0.785,124.324
Welcome To The New Dimension,Ayreon,Other,21,0.128,0.524,0.842,139.2
The Echelon - Commentary,Thirty Seconds To Mars,Alternative Rock,11,0.386,0.571,0.836,120.0
"Flying in a Blue Dream - Live at the Metropolis Theatre, Montreal, Canada - December 2000",Joe Satriani,Other,3,0.152,0.572,0.199,127.9
Rolling in the Deep,Adele,Other,6,0.159,0.639,0.113,155.2
Knights of Cydonia - Live at Rome Olympic Stadium,Muse,Alternative Rock,32,0.117,0.902,0.7,125.1
Sirens,Pearl Jam,Grunge,10,0.523,0.847,0.475,155.032
Reach out for the Light,Avantasia,Other,4,0.261,0.634,0.859,138.2
Precious,Depeche Mode,Electronic,41,0.686,0.131,0.756,90.2
Simulation,Avenged Sevenfold,Hard Rock,3,0.633,0.521,0.635,84.7
Homemade Dynamite,Lorde,Pop,3,0.482,0.349,0.624,107.8
I Don't Know,Ozzy Osbourne,Other,3,0.106,0.362,0.382,66.1
Rewind - Live At Rockefeller Music Hall,Leprous,Progressive Metal,5,0.675,0.812,0.271,127.0
Daylight,Young Guns,Other,5,0.516,0.31,0.617,144.5
Transience (Single Version),Steven Wilson,Progressive Rock,54,0.927,0.182,0.251,88.4
Roman Sky,Avenged Sevenfold,Hard Rock,12,0.329,0.859,0.399,95.2
Feel For You,Nightwish,Symphonic Metal,4,0.641,0.926,0.576,111.6
Transparent Me,Green Carnation,Other,3,0.681,0.644,0.361,123.8
What Did I Do?/God As My Witness,Foo Fighters,Alternative Rock,3,0.292,0.649,0.387,87.9
Gravenimage,Sonata Arctica,Power Metal,3,0.403,0.183,0.607,113.1
The Seventh Sojourn,Opeth,Progressive Metal,9,0.216,0.101,0.725,123.7
Heroes,Shinedown,Hard Rock,20,0.573,0.152,0.331,119.9
My Little Universe,Depeche Mode,Electronic,5,0.47,0.48,0.457,103.8
Breaking Inside,Shinedown,Hard Rock,5,0.394,0.822,0.654,172.8
Go Get Your Gun,The Dear Hunter,Progressive Rock,4,0.492,0.093,0.298,114.3
"Death Room, Pt. 1",Gazpacho,Other,26,0.567,0.79,0.286,113.3
Religion Song,Fito Paez,Latin Rock,3,0.897,0.71,0.478,99.4
Adiós,Gustavo Cerati,Latin Rock,4,0.644,0.427,0.311,146.9
Young Wicked,Chevelle,Other,8,0.283,0.655,0.286,74.2
El Mar de Gerardo,Fito Paez,Latin Rock,4,0.872,0.563,0.48,145.0
Dead Promises,The Rasmus,Alternative Rock,3,0.436,0.5,0.744,98.7
Shame,Ciaran Lavery,Other,3,0.619,0.299,0.31,115.405
Soy tuyo,Andrés Calamaro,Other,3,0.324,0.558,0.675,113.4
Ironic - 2015 Remaster,Alanis Morissette,Other,7,0.691,0.487,0.085,110.8
No One Ever Called Me That,Dario Marianelli,Soundtrack,9,0.377,0.229,0.146,146.8
My 1st Single,Eminem,Hip Hop,12,0.364,0.415,0.61,130.5
Lover,Taylor Swift,Pop,25,0.359,0.543,0.453,68.534
The Arrow,TesseracT,Other,3,0.63,0.797,0.104,115.0
Somebody Put Something in My Drink,Ramones,Punk Rock,3,0.516,0.075,0.531,154.9
All the Wars,The Pineapple Thief,Progressive Rock,9,0.23,0.451,0.76,137.8
My Gift of Silence - Remastered,Blackfield,Other,12,0.415,0.66,0.418,75.9
City Of Angels,Thirty Seconds To Mars,Alternative Rock,12,0.575,0.795,0.149,105.015
Of Matter - Resist,TesseracT,Other,7,0.495,0.637,0.377,154.6
Angels Like You,Miley Cyrus,Pop,29,0.818,0.191,0.208,124.4
Mouth Of The River,Imagine Dragons,Pop Rock,19,0.763,0.578,0.476,116.6
Show Yourself,Mastodon,Other,4,0.173,0.272,0.214,135.9
He Said He Had A Story,The Dear Hunter,Progressive Rock,3,0.295,0.622,0.185,133.1
Trust - Live At The Fox Theater/2012,Megadeth,Metal,3,0.862,0.456,0.601,81.2
Runaway,Maroon 5,Pop Rock,15,0.221,0.758,0.854,103.6
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,Pop,7,0.596,0.563,0.409,119.9
We're Good,Dua Lipa,Pop,4,0.565,0.687,0.573,134.0
100 Suns,Thirty Seconds To Mars,Alternative Rock,6,0.341,0.311,0.322,99.5
The Wicker Man - 2015 Remaster,Iron Maiden,Metal,9,0.424,0.98,0.296,101.502
Zoom - Remasterizado 2007,Soda Stereo,Latin Rock,3,0.539,0.15,0.892,112.6
Come Undone,Robbie Williams,Pop Rock,5,0.429,0.53,0.567,162.3
The Longest Day - 2015 Remaster,Iron Maiden,Metal,4,0.766,0.203,0.108,66.2
Spindrift,Rush,Progressive Rock,8,0.261,0.328,0.547,125.4
Arrival,Alan Silvestri,Other,5,0.291,0.31,0.223,116.1
Gimme What I Want,Miley Cyrus,Pop,12,0.677,0.172,0.787,153.3
What Do You Mean?,Justin Bieber,Other,6,0.342,0.395,0.325,112.8
Waking the Fallen,Avenged Sevenfold,Hard Rock,10,0.672,0.847,0.78,140.0
Gimme Shelter,The Rolling Stones,Classic Rock,10,0.484,0.224,0.21,147.3
I Believe,Riverside,Other,3,0.654,0.081,0.537,112.8
Just,Radiohead,Alternative Rock,3,0.479,0.411,0.347,124.9
Parte Del Aire,Fito Paez,Latin Rock,5,0.359,0.318,0.218,73.2
Snowman,Gazpacho,Other,11,0.377,0.461,0.295,74.2
Chain Sling - live,Pain of Salvation,Other,3,0.556,0.845,0.501,117.4
Angeles Caídos,Attaque 77,Other,3,0.519,0.896,0.882,128.355
Capricorn (A Brand New Name),Thirty Seconds To Mars,Alternative Rock,42,0.084,0.622,0.477,120.2
Y Nos Dieron las Diez,Joaquín Sabina,Other,4,0.432,0.138,0.445,108.3
Cascade,The Dear Hunter,Progressive Rock,3,0.285,0.56,0.677,83.3
Lay It All on Me (feat. Ed Sheeran),Rudimental,Other,19,0.452,0.71,0.289,75.1
Where's My Love - Acoustic,SYML,Other,5,0.782,0.199,0.073,126.1
Lovefool - Radio Edit,The Cardigans,Other,3,0.541,0.518,0.246,127.2
The Road,Old Man Canyon,Other,3,0.558,0.57,0.574,129.1
Excuses,Olly Murs,Other,3,0.803,0.51,0.722,129.9
Bored To Death,blink-182,Punk Rock,9,0.428,0.692,0.181,124.0
The Fight,The Rasmus,Alternative Rock,9,0.61,0.804,0.551,109.5
The Sound Of Muzak,Porcupine Tree,Progressive Rock,88,0.831,0.412,0.761,118.0
Thick And Thin,Avenged Sevenfold,Hard Rock,3,0.239,0.109,0.399,131.4
"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,Pop Rock,7,0.11,0.368,0.851,100.4
Lost Stars,Adam Levine,Other,16,0.094,0.276,0.319,145.1
Mirage,Elina,Other,3,0.829,0.912,0.449,127.8
Kindom For A Heart,Sonata Arctica,Power Metal,7,0.423,0.497,0.57,102.8
At Wit's End,Dream Theater,Progressive Metal,9,0.236,0.391,0.841,98.4
Something Human,Muse,Alternative Rock,34,0.497,0.113,0.526,104.5
She Will Be Loved - Demo,Maroon 5,Pop Rock,26,0.543,0.777,0.266,176.0
Lost Not Forgotten,Dream Theater,Progressive Metal,20,0.198,0.979,0.204,149.5
The River,Good Charlotte,Other,3,0.561,0.271,0.227,140.0
Soldier Side,System Of A Down,Metal,6,0.76,0.199,0.71,100.9
Stone,Jaymes Young,Other,6,0.877,0.4,0.26,93.5
Escape,Thirty Seconds To Mars,Alternative Rock,43,0.196,0.346,0.151,145.2
By the Way,Red Hot Chili Peppers,Alternative Rock,26,0.451,0.97,0.198,122.444
Smells Like Teen Spirit,Nirvana,Grunge,64,0.584,0.688,0.667,116.3
About Love Never Felt So Good - Commentary by LA Reid,Michael Jackson,Pop,10,0.823,0.714,0.378,117.5
CONFIDENCE (feat. K.Flay),X Ambassadors,Pop Rock,5,0.801,0.167,0.088,129.0
Sailor - Instrumental,IAMX,Electronic,4,0.64,0.567,0.87,158.4
Gimme a Dose,Marty Friedman,Other,6,0.433,0.689,0.755,107.0
Our Time In The Universe,Chris Cornell,Grunge,4,0.162,0.39,0.277,150.8
First Date,blink-182,Punk Rock,9,0.579,0.928,0.882,95.594
Delirium,The Rasmus,Alternative Rock,6,0.469,0.388,0.76,135.5
Given Up,Linkin Park,Alternative Rock,7,0.452,0.727,0.53,116.9
Put It Behind You,Keane,Other,21,0.558,0.687,0.852,131.1
The Perfect World,Marty Friedman,Other,4,0.42,0.322,0.528,120.4
Ntr\mssion,Linkin Park,Alternative Rock,3,0.886,0.19,0.861,101.2
Shepherd of Fire,Avenged Sevenfold,Hard Rock,41,0.576,0.906,0.211,127.935
Through My Eyes,Scorpions,Other,3,0.337,0.879,0.504,137.3
Ask - 2011 Remaster,The Smiths,Other,3,0.318,0.31,0.437,97.2
Hiding The Family,John Williams,Soundtrack,3,0.266,0.382,0.283,125.4
One More Night,Maroon 5,Pop Rock,6,0.391,0.421,0.611,163.1
Black Sheep,Sonata Arctica,Power Metal,45,0.405,0.286,0.493,116.6
Miss U,Blackfield,Other,3,0.103,0.704,0.047,131.2
Hours of Wealth,Opeth,Progressive Metal,44,0.604,0.724,0.285,106.9
Save a Prayer - 2009 Remaster,Duran Duran,Other,4,0.572,0.706,0.671,113.595
Silhouette,Leprous,Progressive Metal,63,0.25,0.706,0.211,98.1
Roquefort,Karnivool,Other,7,0.59,0.6,0.858,87.4
Wrong Crowd - Piano Tapes,Tom Odell,Other,6,0.464,0.388,0.746,191.9
Beast Within,In This Moment,Metal,24,0.692,0.818,0.457,117.1
State of My Head,Shinedown,Hard Rock,110,0.486,0.94,0.42,79.727
Piano Lessons,Porcupine Tree,Progressive Rock,13,0.639,0.507,0.581,102.7
Rhinestone Eyes,Gorillaz,Other,3,0.676,0.703,0.852,92.761
Planet Hell - Remastered,Nightwish,Symphonic Metal,4,0.503,0.322,0.432,123.9
In the Shadows,The Rasmus,Alternative Rock,42,0.6,0.796,0.75,105.991
Lady so Divine,Shinedown,Hard Rock,21,0.864,0.155,0.786,72.9
Victor's Piano Solo,Danny Elfman,Other,9,0.788,0.27,0.959,98.5
Tears of the Dragon - 2001 Remastered Version,Bruce Dickinson,Other,12,0.785,0.561,0.771,145.4
The Blue Planet,Hans Zimmer,Soundtrack,4,0.14,0.579,0.668,91.6
Daylight,Taylor Swift,Pop,8,0.642,0.489,0.175,114.7
Taurus,Haken,Progressive Metal,4,0.177,0.693,0.639,165.3
Gold,Chet Faker,Electronic,8,0.765,0.338,0.498,137.6
Pushing Me Away,Linkin Park,Alternative Rock,13,0.484,0.913,0.279,103.103
The Importance of Being Idle,Oasis,Indie Rock,7,0.366,0.536,0.883,110.9
Bad,Mike Massé,Other,5,0.618,0.584,0.71,109.3
The Man,Ed Sheeran,Pop,6,0.39,0.677,0.74,81.1
The Jeweller's Hands,Arctic Monkeys,Indie Rock,3,0.653,0.87,0.397,89.7
In Any Tongue,David Gilmour,Other,3,0.945,0.435,0.635,97.3
Emenius Sleepus,Green Day,Punk Rock,3,0.587,0.414,0.568,143.2
Vladimir's Blues,Max Richter,Other,3,0.311,0.619,0.151,128.9
champagne problems,Taylor Swift,Pop,20,0.539,0.291,0.58,112.3
Cry for Help,Shinedown,Hard Rock,10,0.62,0.634,0.296,102.5
Home,AURORA,Other,34,0.212,0.322,0.41,130.1
Tercer mundo,Fito Paez,Latin Rock,4,0.882,0.419,0.851,158.3
Duel of the Fates,John Williams,Soundtrack,5,0.736,0.883,0.647,127.8
Corazon Clandestino,Fito Paez,Latin Rock,3,0.217,0.538,0.16,168.7
Burning Pieces,The Pineapple Thief,Progressive Rock,21,0.48,0.557,0.183,124.5
Song Of Unborn,Steven Wilson,Progressive Rock,13,0.575,0.739,0.783,89.8
Freedom Fighters,Thomas Bergersen,Soundtrack,6,0.678,0.55,0.477,129.3
Live Like A Dream,Thirty Seconds To Mars,Alternative Rock,20,0.557,0.413,0.844,106.0
45,Shinedown,Hard Rock,31,0.453,0.65,0.225,152.133
Misery,blink-182,Punk Rock,3,0.35,0.468,0.128,164.4
"A New Machine, Pt. 2",Pink Floyd,Progressive Rock,13,0.45,0.67,0.423,116.8
Society,Eddie Vedder,Other,4,0.726,0.755,0.535,196.7
Love Vigilantes - 2015 Remaster,New Order,Other,3,0.548,0.894,0.8,136.12
Come Sail Away,Styx,Other,3,0.215,0.267,0.279,73.3
A Little's Enough,Angels & Airwaves,Other,4,0.778,0.839,0.757,89.8
"Nocturne No. 16 in E-Flat Major, Op. 55 No. 2 - Recorded 2018",Frédéric Chopin,Classical,4,0.412,0.212,0.648,132.0
Wildflower,Bon Jovi,Classic Rock,5,0.47,0.511,0.634,134.9
The Red,Chevelle,Other,38,0.509,0.843,0.332,140.055
White Wedding - Pt. 1,Billy Idol,Other,26,0.673,0.814,0.728,147.193
Soldier,Fleurie,Other,3,0.672,0.438,0.392,119.1
Vox Populi,Thirty Seconds To Mars,Alternative Rock,27,0.398,0.816,0.812,124.9
Taikatalvi,Nightwish,Symphonic Metal,5,0.682,0.147,0.048,133.8
Superstition - Single Version,Stevie Wonder,Other,4,0.786,0.253,0.438,117.5
Hyperspace,Nada Surf,Other,3,0.529,0.32,0.348,101.8
Hoping,X Ambassadors,Pop Rock,28,0.55,0.603,0.199,102.8
Lollipop,The Chordettes,Other,3,0.021,0.506,0.955,118.1
Sing for Absolution,Muse,Alternative Rock,57,0.316,0.738,0.105,129.9
With Or Without You - BBC Jo Whiley Session / 2004,Keane,Other,8,0.483,0.193,0.851,109.0
Enter Sandman,Metallica,Metal,13,0.606,0.548,0.399,65.9
Until the World Goes Cold,Trivium,Other,23,0.49,0.639,0.427,123.6
